,CustomerID,Freq,SaleAmount,ElapsedDays
256,12659,5,91.68,30
257,12660,13,245.1,12
258,12662,230,3849.78,1
259,12664,37,4881.88,9
260,12665,3,63.0,325
261,12667,33,620.13,59
262,12668,161,3807.15,12
263,12669,101,2744.0299999999997,151
264,12670,92,2996.05,11
265,12672,10,225.89999999999998,330
266,12673,42,610.52,6
267,12674,83,1970.6,39
268,12676,45,1331.39,25
269,12678,165,17628.46,43
270,12679,48,1113.02,59
271,12680,52,862.81,1
272,12681,638,13787.54,15
273,12682,524,12279.82,4
274,12683,344,8476.57,5
275,12684,105,2283.63,8
276,12685,157,2863.08,29
277,12686,7,89.14,372
278,12688,171,4873.8099999999995,114
279,12689,72,1247.61,26
280,12690,16,389.01,206
281,12691,32,1035.8,29
282,12693,39,855.91,128
283,12694,37,869.67,71
284,12695,27,582.1,8
285,12697,41,957.59,29
286,12700,268,4939.99,8
287,12701,53,797.71,80
288,12702,12,219.0,20
289,12703,21,283.55,72
290,12704,88,2340.84,8
291,12705,334,6868.29,16
292,12707,33,603.42,292
293,12708,157,2712.91,30
294,12709,207,9706.52,16
295,12710,77,1149.02,97
296,12712,133,4396.13,29
297,12713,38,848.55,1
298,12714,259,4708.86,10
299,12715,20,343.36,107
300,12716,69,1053.49,4
301,12717,55,1030.98,152
302,12718,19,238.25,72
303,12719,39,644.95,6
304,12720,354,5781.73,3
305,12721,161,2656.13,32
306,12722,53,997.63,86
307,12723,69,725.07,4
308,12724,53,1031.41,6
309,12725,24,427.8,372
310,12726,124,2609.1,29
311,12727,139,3980.7,11
312,12728,46,836.33,72
313,12729,26,453.01,114
314,12731,274,18895.91,24
315,12732,12,236.26000000000002,180
316,12733,22,383.95,235
317,12734,4,110.39999999999999,353
318,12735,43,779.5699999999999,316
319,12736,4,234.0,333
320,12738,11,155.35,373
321,12739,38,1013.04,79
322,12740,27,427.6,64
323,12743,131,540.13,135
324,12744,222,21279.29,52
325,12747,103,4196.01,3
326,12748,4412,33053.19,1
327,12749,199,4090.88,4
328,12750,15,275.88,129
329,12752,53,4366.78,82
330,12753,197,21429.39,23
331,12754,63,3010.74,236
332,12755,4,3811.95,281
333,12756,4,112.07999999999998,87
334,12757,364,7834.650000000001,16
335,12758,97,2791.59,117
336,12759,95,1531.44,53
337,12762,69,1898.52,8
338,12763,18,494.08,139
339,12764,45,1693.88,317
340,12766,310,6989.63,4
341,12769,32,1143.6,239
342,12770,12,1351.45,211
343,12772,55,892.47,60
344,12775,66,1386.04,18
345,12778,50,822.23,20
346,12779,149,3981.36,38
347,12781,25,826.74,64
348,12782,103,2330.92,5
349,12783,84,2225.91,3
350,12784,57,532.8199999999999,10
351,12785,14,311.95,365
352,12787,20,463.66,10
353,12789,4,91.85,66
354,12790,21,324.92,193
355,12791,2,192.60000000000002,374
356,12792,25,400.53999999999996,257
357,12793,24,545.48,335
358,12794,45,860.41,54
359,12795,14,430.48,19
360,12797,13,254.03,366
361,12798,8,6977.04,11
362,12802,25,427.58,187
363,12808,28,483.65000000000003,37
364,12809,25,489.31,178
365,12811,31,514.85,261
366,12812,15,229.64000000000001,45
367,12814,2,125.92,102
368,12815,47,1063.46,148
369,12816,29,572.2,96
370,12817,4,166.04,282
371,12818,14,1542.08,262
372,12820,59,942.34,4
373,12821,6,92.72,215
374,12822,46,948.88,71
375,12823,5,1759.5,75
376,12824,25,397.12,60
377,12826,91,1474.72,3
378,12827,25,430.15000000000003,6
379,12828,56,1018.71,3
380,12829,11,293.0,337
381,12830,38,6814.64,38
382,12831,9,215.05,263
383,12832,27,383.03,33
384,12833,24,417.38,146
385,12834,18,312.38,283
386,12836,174,2610.36,60
387,12837,12,134.1,174
388,12838,120,671.95,34
389,12839,314,5591.42,3
390,12840,113,2726.77,144
391,12841,414,3991.58,5
392,12842,34,1118.99,71
393,12843,103,1702.26,66
394,12844,52,325.96000000000004,30
395,12845,27,354.09,268
396,12847,84,843.64,23
397,12849,48,1010.29,32
398,12851,47,131.81,97
399,12852,17,311.55,295
400,12853,78,1957.1000000000001,135
401,12854,109,1316.25,79
402,12855,3,38.1,373
403,12856,311,2170.78,8
404,12857,46,1106.4,211
405,12863,5,521.2,53
406,12864,3,147.12,139
407,12865,95,1568.23,27
408,12866,26,559.12,284
409,12867,534,4009.34,27
410,12868,107,1607.0600000000002,186
411,12871,11,380.64,85
412,12872,66,599.97,327
413,12873,4,374.0,283
414,12875,2,343.2300000000001,144
415,12876,85,2218.02,58
416,12877,154,1535.77,4
417,12878,47,854.99,237
418,12879,10,573.22,45
419,12881,7,298.0,276
420,12882,13,1463.04,10
421,12883,42,703.47,25
422,12884,7,309.05,89
423,12885,71,1175.22,64
424,12886,82,1378.4,68
425,12888,5,354.12,215
426,12890,79,376.71999999999997,25
427,12891,3,331.0,186
428,12893,31,176.55,31
429,12895,22,372.8,43
430,12897,4,216.5,205
431,12901,116,17654.54,9
432,12902,10,138.68,265
433,12904,71,496.06,19
434,12906,63,2919.81,12
435,12908,2,750.0,177
436,12909,91,2178.67,40
437,12910,75,3075.04,24
438,12912,24,1662.3,3
439,12913,50,2483.63,5
440,12915,22,363.65,149
441,12916,103,2944.95,139
442,12917,2,594.0,129
443,12919,50,1335.19,9
444,12920,27,162.78,18
445,12921,720,16587.09,10
446,12922,28,405.38,162
447,12923,28,172.82,65
448,12924,30,933.7,89
449,12925,45,694.05,5
450,12928,84,2062.7000000000003,36
451,12929,8,117.85,312
452,12930,25,415.8,79
453,12931,82,42055.96,22
454,12933,106,607.53,25
455,12935,129,2160.7,3
456,12936,62,1063.9,18
457,12937,120,1504.27,16
458,12938,9,114.14,26
459,12939,47,11581.8,65
460,12940,96,899.69,55
461,12942,70,675.6,132
462,12944,30,604.51,36
463,12945,23,462.95,289
464,12947,97,1603.99,144
465,12948,116,2064.95,17
466,12949,215,4167.22,31
467,12950,23,1843.0,3
468,12951,63,1064.07,9
469,12952,79,1387.79,6
470,12953,17,329.85,10
471,12955,180,4757.16,2
472,12956,19,108.07,307
473,12957,238,4017.54,10
474,12962,16,266.39,8
475,12963,95,1856.63,9
476,12965,108,769.8100000000001,90
477,12966,10,160.18,10
478,12967,19,1660.9,359
479,12968,5,135.95,113
480,12970,129,405.47,8
481,12971,305,11189.91,4
482,12974,8,144.8,198
483,12976,22,738.6,212
484,12977,9,39.239999999999995,157
485,12980,20,7374.900000000001,158
486,12981,20,372.21999999999997,30
487,12982,28,390.54,243
488,12984,4,97.5,19
489,12985,76,1239.38,1
490,12987,28,558.7,74
491,12988,83,505.82,293
492,12989,64,6924.110000000001,4
493,12990,13,409.5,32
494,12991,31,503.76,24
495,12993,27,414.76,24
496,12994,61,974.4200000000001,5
497,12995,3,211.32,86
498,12997,59,1226.89,23
499,12999,28,455.88,197
500,13000,31,534.85,107
501,13001,337,9785.970000000001,5
502,13002,7,120.94999999999999,319
503,13003,6,149.05,106
504,13004,404,5655.91,12
505,13005,26,513.7,174
506,13006,4,81.57,57
507,13008,14,229.46999999999997,324
508,13011,3,50.550000000000004,373
509,13012,88,1646.8400000000001,10
510,13013,219,4810.9400000000005,2
511,13014,109,3466.2799999999997,11
512,13015,175,3339.64,54
513,13016,47,789.89,74
514,13017,1,204.0,8
515,13018,458,7277.7,17
516,13021,131,2616.38,5
517,13023,40,689.9,65
518,13026,40,975.36,2
519,13027,26,6912.0,114
520,13028,45,661.3199999999999,23
521,13029,10,1247.5,31
522,13030,92,752.4399999999999,12
523,13032,71,1010.18,53
524,13033,11,190.55,358
525,13034,37,642.77,55
526,13035,27,921.88,74
527,13037,48,881.07,139
528,13038,28,908.46,81
529,13040,43,676.99,9
530,13043,13,516.42,274
531,13044,33,560.47,292
532,13045,18,305.28000000000003,100
533,13046,35,629.31,31
534,13047,172,3237.54,32
535,13048,135,1819.41,15
536,13049,14,656.6800000000001,65
537,13050,403,5836.86,15
538,13052,18,348.15000000000003,213
539,13055,76,1214.41,79
540,13058,8,271.40000000000003,25
541,13059,8,183.4,250
542,13060,15,307.53,254
543,13061,10,248.61,73
544,13062,11,346.98,192
545,13064,68,1105.59,13
546,13065,14,205.86,374
547,13066,48,470.8,25
548,13067,15,115.46000000000001,83
549,13068,2,344.0,11
550,13069,424,4431.44,1
551,13070,9,228.8,193
552,13072,7,177.15,267
553,13075,22,919.61,130
554,13077,111,728.02,2
555,13078,358,12627.94,4
556,13079,6,220.10000000000002,5
557,13080,6,58.08,180
558,13081,1024,28337.38,12
559,13082,73,3613.63,127
560,13083,18,303.75,5
561,13085,22,416.08000000000004,158
562,13089,1814,58762.08,3
563,13090,155,8910.82,9
564,13091,21,345.82,29
565,13092,25,477.83,71
566,13093,159,7832.47,276
567,13094,24,1927.3200000000002,22
568,13095,6,74.39999999999999,71
569,13097,421,6003.22,33
570,13098,572,28882.44,2
571,13099,1,207.35999999999999,100
572,13101,8,101.19,235
573,13102,304,6424.09,2
574,13103,8,243.94,40
575,13104,20,1098.48,4
576,13106,1,76.5,134
577,13107,58,1531.6200000000001,45
578,13108,10,350.06,373
579,13109,47,786.54,60
580,13110,145,1488.67,32
581,13113,200,12245.960000000001,1
582,13115,120,2294.78,12
583,13116,30,501.14,139
584,13117,76,984.91,22
585,13118,79,1197.81,20
586,13120,1,30.599999999999998,239
587,13121,50,283.73,270
588,13122,55,922.39,95
589,13124,222,3756.33,90
590,13126,140,2099.64,5
591,13127,15,259.17,78
592,13130,2,64.0,95
593,13131,44,1073.3,24
594,13132,3,77.3,262
595,13133,7,109.8,274
596,13134,98,1793.58,86
597,13135,1,3096.0,197
598,13136,127,2607.61,57
599,13137,687,3603.29,11
600,13138,63,962.39,23
601,13139,170,5064.94,17
602,13140,45,422.47,109
603,13141,135,2388.75,85
604,13142,23,307.09,20
605,13144,3,110.95,333
606,13145,6,618.52,40
607,13146,17,228.91,27
608,13147,4,712.8000000000001,11
609,13148,312,3683.26,30
610,13149,86,1676.06,15
611,13151,74,1257.8700000000001,296
612,13153,15,486.22,6
613,13155,85,971.76,34
614,13157,87,1741.22,50
615,13158,79,1201.06,95
616,13159,120,1429.35,9
617,13160,4,91.8,23
618,13161,8,112.75,314
619,13162,79,1688.29,123
620,13165,42,1021.48,47
621,13166,41,417.2,284
622,13167,65,791.33,19
623,13168,126,1299.59,37
624,13169,13,712.88,64
625,13170,30,108.81,27
626,13171,46,468.41,22
627,13173,43,353.65,5
628,13174,293,2742.82,17
629,13176,67,481.49,47
630,13177,17,282.45,65
631,13178,265,5725.47,27
632,13182,11,121.18,46
633,13183,94,3957.78,8
634,13184,179,1668.95,15
635,13185,1,71.4,268
636,13186,79,1575.89,40
637,13187,37,236.02,338
638,13188,2,114.60000000000001,12
639,13189,29,260.68,19
640,13192,63,911.94,96
641,13193,25,112.08,62
642,13194,3,60.7,136
643,13196,110,1797.78,12
644,13198,226,3401.2400000000002,11
645,13199,119,9817.12,4
646,13200,46,870.09,20
647,13203,57,869.46,10
648,13207,8,250.26000000000002,16
649,13208,148,1217.65,59
650,13209,321,5891.61,31
651,13210,22,353.48,94
652,13211,55,1095.42,11
653,13212,141,786.83,20
654,13213,90,1520.58,57
655,13216,5,333.74,268
656,13217,4,533.98,123
657,13218,5,62.63999999999999,128
658,13220,21,819.2900000000001,79
659,13221,66,847.41,241
660,13223,5,163.20000000000002,201
661,13224,108,2155.95,61
662,13225,32,6463.84,4
663,13226,16,108.21000000000001,274
664,13227,9,257.7,202
665,13228,2,358.0,82
666,13229,10,160.95,226
667,13230,587,2755.63,5
668,13232,202,1328.35,13
669,13233,43,605.12,75
670,13235,58,1031.07,213
671,13236,36,744.85,25
672,13238,31,700.73,18
673,13239,21,329.56,262
674,13240,67,663.65,97
675,13242,13,270.40000000000003,113
676,13243,57,585.12,204
677,13244,27,121.74000000000001,93
678,13245,16,430.5,51
679,13246,136,1961.52,19
680,13247,25,501.12,18
681,13248,26,465.68,125
682,13249,23,711.41,93
683,13253,36,1030.4,157
684,13255,13,399.51,10
685,13258,36,672.83,12
686,13259,81,283.18,62
687,13260,8,557.62,62
688,13261,9,944.1,269
689,13262,11,200.29,264
690,13263,1667,7436.93,2
691,13265,90,2092.66,54
692,13266,187,3834.2599999999998,12
693,13267,211,4521.49,3
694,13268,433,3174.75,18
695,13269,315,5343.28,2
696,13270,1,590.0,367
697,13271,87,211.49,38
698,13272,15,276.56,32
699,13273,16,138.98,114
700,13276,30,590.9300000000001,64
701,13277,8,258.4,16
702,13278,46,542.73,41
703,13279,9,137.75,79
704,13280,82,798.46,123
705,13282,37,1132.14,19
706,13283,7,93.66,60
707,13284,13,201.19,331
708,13285,187,2709.12,24
709,13291,42,361.11,156
710,13292,31,578.9399999999999,39
711,13294,54,873.74,190
712,13295,10,201.20000000000002,360
713,13296,5,87.4,138
714,13297,59,2089.85,8
715,13298,2,360.0,2
716,13299,5,142.5,269
717,13300,20,371.89,170
718,13301,81,618.09,104
719,13302,1,63.75,156
720,13304,21,300.42,352
721,13305,81,2000.86,5
722,13307,1,15.0,121
723,13308,54,1385.51,23
724,13309,107,1456.79,8
725,13310,72,1132.03,29
726,13311,26,598.57,5
727,13313,78,1555.32,23
728,13314,62,775.94,2
729,13316,86,5732.93,38
730,13317,124,2273.68,67
731,13318,20,640.76,2
732,13319,476,10845.550000000001,6
733,13320,105,1532.2,79
734,13321,11,567.36,73
735,13322,25,199.48000000000002,18
736,13323,21,787.85,4
737,13324,75,7121.95,37
738,13325,12,675.3,82
739,13327,108,3627.77,39
740,13328,17,1308.48,317
741,13329,17,789.0,32
742,13330,53,1140.93,93
743,13332,21,350.9,15
744,13334,265,3502.32,83
745,13336,51,795.12,78
746,13338,19,487.02,158
747,13339,54,860.12,201
748,13340,134,10736.48,46
749,13341,42,775.85,261
750,13343,19,353.43,178
751,13344,116,2511.69,68
752,13345,20,389.5,288
753,13347,8,341.36,71
754,13348,14,233.76,65
755,13349,16,247.32,11
756,13350,40,979.12,17
757,13351,16,373.94,67
758,13352,24,397.97999999999996,61
759,13354,51,743.53,72
760,13355,32,674.7,123
761,13356,42,768.24,81
762,13357,89,609.4,258
763,13358,29,439.03,269
764,13359,23,439.56,64
765,13362,166,3090.7400000000002,10
766,13363,60,992.5,18
767,13364,10,134.95999999999998,72
768,13365,128,2225.37,34
769,13366,1,56.160000000000004,51
770,13368,29,623.4,257
771,13369,14,308.28000000000003,366
772,13370,39,754.87,372
773,13372,23,378.64,90
774,13373,158,3312.25,61
775,13375,37,778.65,89
776,13376,53,1019.76,100
777,13379,97,572.56,27
778,13381,172,3639.31,32
779,13382,15,222.99,281
780,13384,152,4151.93,31
781,13385,35,534.57,330
782,13388,35,677.1,132
783,13389,51,797.96,12
784,13390,13,544.08,75
785,13391,1,59.8,204
786,13394,155,2520.02,2
787,13395,21,307.72,186
788,13396,43,1360.99,30
789,13397,38,1544.13,73
790,13398,26,457.34,193
791,13402,39,621.23,128
792,13403,3,75.0,18
793,13404,11,252.49,2
794,13405,27,572.451,75
795,13408,478,28117.04,2
796,13410,28,1003.06,25
797,13411,18,213.55,108
798,13414,24,1390.5,134
799,13416,19,712.5,44
800,13417,28,640.83,5
801,13418,304,6127.43,12
802,13419,16,221.06,64
803,13420,8,159.85,150
804,13421,102,1833.71,41
805,13422,127,2626.3,65
806,13425,78,1624.21,109
807,13426,157,3641.32,1
808,13427,29,582.6,20
809,13428,71,201.78,11
810,13429,67,1006.8,11
811,13430,49,679.45,19
812,13431,46,1269.1,68
813,13434,10,534.24,75
814,13435,101,3809.8900000000003,6
815,13436,12,196.89,2
816,13437,167,3408.06,15
817,13439,54,283.71,256
818,13441,13,296.64,92
819,13447,59,1129.14,24
820,13448,194,3534.69,17
821,13449,19,291.88,24
822,13450,71,2043.7199999999998,27
823,13451,433,2898.2599999999998,27
824,13452,2,590.0,260
825,13453,17,356.97999999999996,166
826,13455,46,1058.34,25
827,13456,63,1766.72,18
828,13458,382,9646.57,8
829,13460,17,183.44,30
830,13461,27,1445.0,39
831,13462,9,151.5,253
832,13464,41,674.68,59
833,13466,17,307.9,185
834,13467,98,1071.91,11
835,13468,302,5704.97,2
836,13470,10,165.0,100
837,13471,254,2501.84,2
838,13473,21,422.64,61
839,13474,62,226.84,237
840,13475,86,1431.78,192
841,13476,58,1238.47,179
842,13477,79,1454.58,38
843,13479,15,300.95,201
844,13481,109,1804.56,46
845,13482,11,184.64,233
846,13483,10,140.34,66
847,13484,8,313.8,242
848,13485,23,454.24,234
849,13486,69,1122.41,79
850,13487,34,575.4,58
851,13488,422,8968.31,18
852,13489,14,449.52,106
853,13491,86,1215.82,52
854,13492,50,1269.84,137
855,13493,8,618.63,276
856,13494,18,316.26000000000005,312
857,13495,48,2044.8700000000001,8
858,13496,35,653.33,11
859,13497,19,348.05,283
860,13499,42,1159.11,18
861,13500,65,1166.77,24
862,13501,52,1340.32,289
863,13502,18,292.0,17
864,13503,17,216.85,72
865,13504,22,295.93,65
866,13505,215,4393.63,73
867,13506,26,458.52,317
868,13507,162,2479.16,4
869,13508,12,110.97,244
870,13509,44,979.72,9
871,13510,115,1791.56,2
872,13512,15,251.21,261
873,13513,10,205.1,127
874,13514,4,152.20000000000002,74
875,13515,59,891.12,73
876,13516,44,1389.41,22
877,13517,141,2128.42,60
878,13518,36,627.16,86
879,13519,8,122.75,79
880,13520,93,3624.35,59
881,13521,418,1071.73,2
882,13522,5,125.80000000000001,31
883,13523,172,3964.88,34
884,13524,27,680.1800000000001,41
885,13525,6,628.78,15
886,13527,217,2242.36,34
887,13529,15,307.76,79
888,13531,22,483.8,206
889,13532,66,210.31,34
890,13533,75,269.09,183
891,13534,296,5870.08,3
892,13536,178,3444.39,2
893,13538,25,1280.85,44
894,13539,37,631.34,86
895,13544,78,276.06,40
896,13546,97,621.09,13
897,13548,123,678.16,97
898,13549,51,918.2,26
899,13551,4,91.80000000000001,320
900,13552,109,3740.07,67
901,13555,135,4098.88,74
902,13557,34,584.06,29
903,13558,169,594.52,6
904,13560,32,171.42000000000002,8
905,13561,14,141.85999999999999,216
906,13562,82,1799.33,82
907,13563,49,777.53,85
908,13564,81,1724.67,145
909,13565,38,240.22,20
910,13566,169,856.84,41
911,13568,43,187.05,174
912,13569,79,338.62,18
913,13570,27,239.49,244
914,13571,340,2088.94,13
915,13572,33,1384.25,206
916,13573,25,290.25,51
917,13575,46,732.0699999999999,24
918,13576,126,6717.34,11
919,13577,83,1687.6000000000001,26
920,13579,23,467.04,15
921,13581,10,118.0,310
922,13583,53,781.03,156
923,13584,24,142.4,307
924,13587,8,712.4,64
925,13588,174,2478.95,16
926,13589,21,379.65,15
927,13590,87,1981.92,12
928,13591,58,1117.13,65
929,13592,16,247.95999999999998,36
930,13593,127,2011.88,109
931,13594,26,396.97,53
932,13596,146,664.11,6
933,13598,35,160.04,48
934,13599,246,5149.92,2
935,13600,19,219.52,313
936,13601,99,693.32,46
937,13602,23,428.89,65
938,13603,27,164.34,27
939,13606,40,276.75,30
940,13607,97,675.51,41
941,13610,215,1082.33,13
942,13611,72,1154.4,90
943,13614,195,1585.46,25
944,13615,23,417.69,319
945,13617,44,544.18,41
946,13618,13,177.34,174
947,13621,19,213.85,117
948,13623,78,727.74,31
949,13626,19,257.23,253
950,13627,92,1638.47,60
951,13629,59,7792.36,24
952,13630,71,2031.78,6
953,13631,11,3070.42,100
954,13632,145,2118.93,25
955,13634,186,1547.3600000000001,34
956,13635,62,1071.03,68
957,13636,63,949.12,37
958,13637,99,804.3,53
959,13638,8,122.64,16
960,13639,40,1033.34,75
961,13642,57,312.28,216
962,13643,28,519.44,32
963,13644,146,2624.26,17
964,13645,5,252.1,121
965,13647,78,1648.1200000000001,10
966,13649,23,346.6,257
967,13650,96,1836.34,17
968,13651,6,94.2,36
969,13652,63,1095.08,46
970,13654,166,2707.33,44
971,13655,56,932.97,115
972,13656,49,379.65,165
973,13657,16,382.14,11
974,13658,108,2639.17,10
975,13659,103,1563.0,206
976,13662,52,881.26,86
977,13663,13,189.47,180
978,13666,12,84.65,61
979,13667,83,299.05,150
980,13668,463,6309.83,3
981,13669,9,218.55,51
982,13670,25,349.7,76
983,13672,6,186.39000000000001,302
984,13673,60,387.44,19
985,13675,25,486.82000000000005,152
986,13678,16,232.6,152
987,13680,194,3719.12,2
988,13681,57,827.83,18
989,13682,3,59.5,188
990,13684,29,65.13,286
991,13685,39,3119.44,3
992,13686,8,72.0,183
993,13689,6,910.0,64
994,13690,9,172.25,60
995,13692,53,1488.32,25
996,13694,568,65039.62,4
997,13695,90,2504.13,32
998,13697,12,151.29999999999998,39
999,13699,14,308.58000000000004,156
1000,13700,194,2248.63,27
